pattern,original_bytes,tool,total_bytes,payload_bits,payload_equivalent_bytes,metadata_bits,metadata_equivalent_bytes,roundtrip_verified,compressed_sha256,original_sha256,accounting_details,total_compression_ratio,payload_compression_ratio
period-6-010111,100000000,lz4,392645,3140272,392534,888,111,True,e05316d4602415208b8118a71c1c16467cc7e048f0ce63203018fa359f8194b6,16cbe75cba779cbe4c45c0be19d7fb46c75cfb4c27598afd5a071fd5ef8e721c,"{""block_checksum_bytes"": 0, ""block_count"": 24, ""block_size_headers_and_endmark_bytes"": 100, ""content_checksum_bytes"": 4, ""frame_header_bytes"": 7, ""payload_definition"": ""sum of LZ4 Data Block fields""}",254.682983356,254.755002114
period-6-010111,100000000,zstd,9160,54888,6861,18392,2299,True,5825012191c0d1ce0b376630f22115a4e561ee37c041968bc1eed44c991a7231,16cbe75cba779cbe4c45c0be19d7fb46c75cfb4c27598afd5a071fd5ef8e721c,"{""block_count"": 763, ""block_header_bytes"": 2289, ""content_checksum_bytes"": 4, ""frame_header_bytes"": 6, ""payload_definition"": ""sum of stored Zstandard Block_Content fields""}",10917.0305677,14575.13482
period-6-010111,200000000,gzip,291371,2330824,291353,144,18,True,08bda7f41c11734d65e321f306e79b02f44bd8e5420bf1618d0a2586337e81a6,c818853ee97610238036a62eccf7242f8f22b4ebe18e52608ec45a3bafd2ff93,"{""member_header_bytes"": 10, ""member_trailer_bytes"": 8, ""payload_definition"": ""raw DEFLATE stream""}",686.410109448,686.452516363
period-6-010111,200000000,xz,30060,238040,29755,2440,305,True,8b2059e5f256eaef99c8c393c936557f62ef583281e18e2619ae673c31680ca5,c818853ee97610238036a62eccf7242f8f22b4ebe18e52608ec45a3bafd2ff93,"{""block_checks_bytes"": 64, ""block_count"": 8, ""block_header_bytes"": 160, ""block_padding_bytes"": 1, ""index_bytes"": 56, ""payload_definition"": ""XZ Compressed Data field(s), normally LZMA2"", ""stream_header_footer_bytes"": 24}",6653.35994677,6721.55940178
period-6-010111,200000000,bzip2,8264,65994,8249.25,118,14.75,True,bce4f850195312377540f7e0e50b4a24835172cb691fd63b18dd26f6e4db66d3,c818853ee97610238036a62eccf7242f8f22b4ebe18e52608ec45a3bafd2ff93,"{""payload_definition"": ""compressed block stream between BZh header and EOS marker"", ""stream_header_bits"": 32, ""stream_trailer_and_padding_bits"": 86}",24201.3552759,24244.6282995
period-6-010111,200000000,lzma,28307,226352,28294,104,13,True,ae74facdf8e9a0996209956dfff842d10e1aea8a8bac64600eb1e64fe46013ef,c818853ee97610238036a62eccf7242f8f22b4ebe18e52608ec45a3bafd2ff93,"{""header_bytes"": 13, ""payload_definition"": ""LZMA Compressed Data field""}",7065.39018617,7068.63646003
period-6-010111,200000000,lz4,785276,6280552,785069,1656,207,True,5818ebf9b947afedd4ad4424ab360afc4fd041da44a846a4bfc1271ca53db671,c818853ee97610238036a62eccf7242f8f22b4ebe18e52608ec45a3bafd2ff93,"{""block_checksum_bytes"": 0, ""block_count"": 48, ""block_size_headers_and_endmark_bytes"": 196, ""content_checksum_bytes"": 4, ""frame_header_bytes"": 7, ""payload_definition"": ""sum of LZ4 Data Block fields""}",254.687523877,254.754677614
period-6-010111,200000000,zstd,18304,109728,13716,36704,4588,True,b52b1195cdec038d7c1695fd5ba3b081386c9317c01ee744db01c00a5ab9be7f,c818853ee97610238036a62eccf7242f8f22b4ebe18e52608ec45a3bafd2ff93,"{""block_count"": 1526, ""block_header_bytes"": 4578, ""content_checksum_bytes"": 4, ""frame_header_bytes"": 6, ""payload_definition"": ""sum of stored Zstandard Block_Content fields""}",10926.5734266,14581.5106445
period-6-010111,500000000,gzip,728376,5826864,728358,144,18,True,165cb48d3dedd3ca03743ae935a9ac36f8df3c12d926b9f7407c568fb9bf80fa,aefd51824fd4b1730883bedc1cd1ee1ba5b2392a865124639c27a4c3ab442fd3,"{""member_header_bytes"": 10, ""member_trailer_bytes"": 8, ""payload_definition"": ""raw DEFLATE stream""}",686.45864224,686.475606776
period-6-010111,500000000,xz,75108,595144,74393,5720,715,True,49af58ece51fd4d59d7cdd57dd2c2855e206caf7fe47d8620ad97cb25856f326,aefd51824fd4b1730883bedc1cd1ee1ba5b2392a865124639c27a4c3ab442fd3,"{""block_checks_bytes"": 160, ""block_count"": 20, ""block_header_bytes"": 400, ""block_padding_bytes"": 3, ""index_bytes"": 128, ""payload_definition"": ""XZ Compressed Data field(s), normally LZMA2"", ""stream_header_footer_bytes"": 24}",6657.08047079,6721.06246555
period-6-010111,500000000,bzip2,20585,164564,20570.5,116,14.5,True,0002e747fc2ced6081fb1ccfacf59fe6f7d205d042b3f55609dc6f22aca09597,aefd51824fd4b1730883bedc1cd1ee1ba5b2392a865124639c27a4c3ab442fd3,"{""payload_definition"": ""compressed block stream between BZh header and EOS marker"", ""stream_header_bits"": 32, ""stream_trailer_and_padding_bits"": 84}",24289.531212,24306.6527309
period-6-010111,500000000,lzma,70625,564896,70612,104,13,True,dea117c51ced8d2e6854cabb7be8f371e4c0a9c34abb4e5272cb030d188952dd,aefd51824fd4b1730883bedc1cd1ee1ba5b2392a865124639c27a4c3ab442fd3,"{""header_bytes"": 13, ""payload_definition"": ""LZMA Compressed Data field""}",7079.6460177,7080.9494137
period-6-010111,500000000,lz4,1963169,15701392,1962674,3960,495,True,ef511d4808874b009e0cf64562e7384796a4d61abbe88aee63d5617b11989605,aefd51824fd4b1730883bedc1cd1ee1ba5b2392a865124639c27a4c3ab442fd3,"{""block_checksum_bytes"": 0, ""block_count"": 120, ""block_size_headers_and_endmark_bytes"": 484, ""content_checksum_bytes"": 4, ""frame_header_bytes"": 7, ""payload_definition"": ""sum of LZ4 Data Block fields""}",254.690248267,254.754482915
period-6-010111,500000000,zstd,45736,274248,34281,91640,11455,True,0c35cb214c16f6b4792074e7b5d627e858a2744492016a96e64717aa667236b4,aefd51824fd4b1730883bedc1cd1ee1ba5b2392a865124639c27a4c3ab442fd3,"{""block_count"": 3815, ""block_header_bytes"": 11445, ""content_checksum_bytes"": 4, ""frame_header_bytes"": 6, ""payload_definition"": ""sum of stored Zstandard Block_Content fields""}",10932.3071541,14585.3388174
period-6-010111,1000000000,gzip,1456712,11653552,1456694,144,18,True,499125161bd23f94ed1679e79f817d077a015a50affe37db404879bf44231768,8971860ba70e2be28e46aa192769f057fba75ef3730ee397a9da119dcf51dbe8,"{""member_header_bytes"": 10, ""member_trailer_bytes"": 8, ""payload_definition"": ""raw DEFLATE stream""}",686.477491776,686.485974405
period-6-010111,1000000000,xz,150180,1190296,148787,11144,1393,True,b443dcea121bb37a45f3bbf5dca5b378f47d1cd5a412e78d2bcd8781f56e8f37,8971860ba70e2be28e46aa192769f057fba75ef3730ee397a9da119dcf51dbe8,"{""block_checks_bytes"": 320, ""block_count"": 40, ""block_header_bytes"": 800, ""block_padding_bytes"": 1, ""index_bytes"": 248, ""payload_definition"": ""XZ Compressed Data field(s), normally LZMA2"", ""stream_header_footer_bytes"": 24}",6658.67625516,6721.01729318
period-6-010111,1000000000,bzip2,41160,329165,41145.625,115,14.375,True,0829d126d291c0ccc1c409fe6fe53c461c95faf7db7085e9b7e88f52a07fe746,8971860ba70e2be28e46aa192769f057fba75ef3730ee397a9da119dcf51dbe8,"{""payload_definition"": ""compressed block stream between BZh header and EOS marker"", ""stream_header_bits"": 32, ""stream_trailer_and_padding_bits"": 83}",24295.4324587,24303.9205262
period-6-010111,1000000000,lzma,141156,1129144,141143,104,13,True,7112970016fdf3ee1124b184371885ab0e025c48e3303c050d46973000a6be58,8971860ba70e2be28e46aa192769f057fba75ef3730ee397a9da119dcf51dbe8,"{""header_bytes"": 13, ""payload_definition"": ""LZMA Compressed Data field""}",7084.36056562,7085.01307185
period-6-010111,1000000000,lz4,3926303,31402656,3925332,7768,971,True,b8b076e85c8d151604aa433a7d994596c57655dfeb7bda6b90bdaec3c7ac99a4,8971860ba70e2be28e46aa192769f057fba75ef3730ee397a9da119dcf51dbe8,"{""block_checksum_bytes"": 0, ""block_count"": 239, ""block_size_headers_and_endmark_bytes"": 960, ""content_checksum_bytes"": 4, ""frame_header_bytes"": 7, ""payload_definition"": ""sum of LZ4 Data Block fields""}",254.692518636,254.755521316
period-6-010111,1000000000,zstd,91456,548448,68556,183200,22900,True,3fcd51f4f20c31332924153087124e5db7659a8864636c032b909a9906d5d1c0,8971860ba70e2be28e46aa192769f057fba75ef3730ee397a9da119dcf51dbe8,"{""block_count"": 7630, ""block_header_bytes"": 22890, ""content_checksum_bytes"": 4, ""frame_header_bytes"": 6, ""payload_definition"": ""sum of stored Zstandard Block_Content fields""}",10934.2197341,14586.6153218
